,City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
43,Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Hispanic or Latino,8706
44,Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,American Indian and Alaska Native,445
45,Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,Black or African-American,3091
46,Providence,Rhode Island,29.9,89090.0,90114.0,179204,4933.0,53532.0,2.719999999999999,RI,Black or African-American,30638
47,Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,Asian,1343
48,Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,Hispanic or Latino,11301
49,Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,American Indian and Alaska Native,2489
50,Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,Black or African-American,93072
51,Buffalo,New York,33.1,124537.0,133529.0,258066,11231.0,24630.0,2.27,NY,Black or African-American,101254
52,Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,White,104568
53,Santa Ana,California,30.8,167503.0,167920.0,335423,4735.0,152999.0,4.58,CA,White,163096
54,Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,Black or African-American,4210
55,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,Hispanic or Latino,9068
56,Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,20615.0,58321.0,2.51,WI,Black or African-American,248149
57,Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,Asian,2302
58,Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.5700000000000003,GA,White,57690
59,German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Black or African-American,22273
60,Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Hispanic or Latino,38239
61,New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,White,56251
62,Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Hispanic or Latino,2827
63,Waldorf,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,White,26788
64,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,American Indian and Alaska Native,1243
65,Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,Asian,22721
66,Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,Hispanic or Latino,6720
67,Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Black or African-American,2013
68,Lake Forest,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,American Indian and Alaska Native,1482
69,Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,Black or African-American,6815
70,Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,Hispanic or Latino,231025
71,Boise,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,Hispanic or Latino,19480
72,Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,Black or African-American,27883
73,Metairie,Louisiana,41.6,69515.0,76943.0,146458,7187.0,19871.0,2.39,LA,American Indian and Alaska Native,438
74,Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,Asian,11912
75,Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,White,70873
76,Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,American Indian and Alaska Native,2444
77,Norman,Oklahoma,30.9,59483.0,60814.0,120297,5578.0,8705.0,2.47,OK,Asian,6539
78,Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,Asian,30341
79,Waterloo,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,Black or African-American,11815
80,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,White,171599
81,Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Asian,1282
82,Springfield,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,American Indian and Alaska Native,2777
83,Mission,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,Hispanic or Latino,73367
84,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Hispanic or Latino,58677
85,Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Asian,4168
86,Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,White,56843
87,Bay,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,Black or African-American,16782
88,Apple Valley,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,Black or African-American,9124
89,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,Asian,2528
90,Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,White,45622
91,Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,American Indian and Alaska Native,779
92,Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,Hispanic or Latino,69209
93,Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,American Indian and Alaska Native,265
94,Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,American Indian and Alaska Native,2746
95,Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,Hispanic or Latino,42092
96,Henderson,Nevada,42.5,139412.0,146246.0,285658,25045.0,35666.0,2.55,NV,American Indian and Alaska Native,3036
97,Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,White,49181
98,Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Black or African-American,18023
99,Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,American Indian and Alaska Native,4790
100,Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,Hispanic or Latino,201593
101,Laredo,Texas,28.8,124305.0,131484.0,255789,4921.0,68427.0,3.66,TX,White,246442
102,Flint,Michigan,35.3,48984.0,49313.0,98297,3757.0,2138.0,2.38,MI,Hispanic or Latino,2525
103,El Cajon,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,Black or African-American,7534
104,Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,American Indian and Alaska Native,904
105,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,Asian,24289
106,Cicero,Illinois,28.5,43153.0,40714.0,83867,629.0,33801.0,3.89,IL,Asian,1193
107,Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,White,73022
108,Atlanta,Georgia,33.8,223960.0,239915.0,463875,18572.0,32016.0,2.15,GA,Asian,24268
109,Waterbury,Connecticut,36.2,52235.0,56572.0,108807,3493.0,19967.0,2.71,CT,Black or African-American,26972
110,Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.719999999999999,CA,White,92575
111,Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,American Indian and Alaska Native,3260
112,South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,Black or African-American,2327
113,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Black or African-American,52972
114,Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,Black or African-American,5195
115,Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,American Indian and Alaska Native,687
116,Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,White,28801
117,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,White,88395
118,Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,American Indian and Alaska Native,1514
119,Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,Black or African-American,17939
120,North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,4130.0,2787.0,2.62,AR,Black or African-American,30766
121,Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,American Indian and Alaska Native,1024
122,Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,Hispanic or Latino,7859
123,Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,Black or African-American,46072
124,Jacksonville,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,Hispanic or Latino,80064
125,High Point,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,White,58004
126,Pearland,Texas,33.9,52336.0,59329.0,111665,5621.0,16882.0,3.0,TX,Hispanic or Latino,26460
127,Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,Asian,1589
128,Denton,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,Hispanic or Latino,29350
129,Waterloo,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,Asian,1636
130,San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Hispanic or Latino,136214
131,Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Asian,4496
132,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,Black or African-American,10904
133,Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,White,104016
134,Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,Black or African-American,2758
135,Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Black or African-American,25091
136,Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,Black or African-American,5717
137,Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,American Indian and Alaska Native,1083
138,Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Hispanic or Latino,38883
139,Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,Black or African-American,23594
140,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,Black or African-American,118228
141,Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.8200000000000003,NY,American Indian and Alaska Native,1059
142,Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,American Indian and Alaska Native,1917
143,Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,Asian,5654
144,Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,6849.0,62210.0,2.94,FL,Asian,12910
145,West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,White,48046
146,Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,Hispanic or Latino,6187
147,Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,White,58343
148,Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,Hispanic or Latino,51786
149,Compton,California,30.1,49264.0,49184.0,98448,897.0,30660.0,4.08,CA,American Indian and Alaska Native,298
150,Evanston,Illinois,36.8,34146.0,41377.0,75523,2058.0,15003.0,2.29,IL,Asian,8800
151,Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Hispanic or Latino,65392
152,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,White,150414
153,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Asian,15245
154,Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.969999999999999,CA,Asian,21044
155,Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6797.0,6845.0,2.77,OK,White,94366
156,Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,8897.0,47582.0,2.38,FL,White,109751
157,Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,28089.0,12863.0,2.5,NC,White,102075
158,Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Black or African-American,49939
159,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,White,79931
160,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Black or African-American,1212
161,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,White,446795
162,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.5700000000000003,NJ,American Indian and Alaska Native,3356
163,Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Black or African-American,3228
164,Long Beach,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,Black or African-American,64948
165,Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,Black or African-American,27225
166,Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,American Indian and Alaska Native,5254
167,Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,American Indian and Alaska Native,2473
168,Mayagüez,Puerto Rico,38.1,30799.0,35782.0,66581,,,,PR,Asian,235
169,San Diego,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,Black or African-American,111650
170,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,American Indian and Alaska Native,954
171,O'Fallon,Missouri,36.0,41762.0,43270.0,85032,5783.0,3269.0,2.77,MO,Asian,3447
172,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Black or African-American,16163
173,Pine Hills,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,Asian,2209
174,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,24672.0,43751.0,2.37,OK,American Indian and Alaska Native,42129
175,Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.969999999999999,CA,Asian,7601
176,Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,Black or African-American,45914
177,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Asian,15814
178,New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,Hispanic or Latino,43563
179,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,American Indian and Alaska Native,2087
180,Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,Hispanic or Latino,35911
181,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,Black or African-American,29483
182,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,American Indian and Alaska Native,1682
183,Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,Hispanic or Latino,4897
184,Arden-Arcade,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,Asian,7355
185,Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.8200000000000003,CA,American Indian and Alaska Native,811
186,Anchorage,Alaska,32.2,152945.0,145750.0,298695,27492.0,33258.0,2.77,AK,Asian,36825
187,Missoula,Montana,34.7,35002.0,36022.0,71024,4733.0,2771.0,2.15,MT,Asian,2292
188,Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,American Indian and Alaska Native,2816
189,Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,Asian,3369
190,Newton,Massachusetts,42.3,41985.0,46824.0,88809,1814.0,21692.0,2.71,MA,American Indian and Alaska Native,244
191,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,Hispanic or Latino,7428
192,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,Asian,7633
193,Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,Hispanic or Latino,17614
194,Santa Rosa,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,Asian,13496
195,Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,White,64106
196,Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,Asian,7041
197,Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,American Indian and Alaska Native,1606
198,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,White,63789
199,Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,White,86909
200,Norfolk,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,Hispanic or Latino,18760
201,Pompano Beach,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,Hispanic or Latino,23225
202,Redondo Beach,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,White,53811
203,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,American Indian and Alaska Native,323
204,Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Hispanic or Latino,20483
205,Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,Hispanic or Latino,13609
206,Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,Asian,19740
207,Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,Black or African-American,6477
208,Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Asian,17061
209,Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Hispanic or Latino,15429
210,Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,American Indian and Alaska Native,1354
211,Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,Hispanic or Latino,44342
212,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Asian,6088
213,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4322.0,4364.0,2.48,VA,American Indian and Alaska Native,1024
214,Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Hispanic or Latino,23355
215,North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,4130.0,2787.0,2.62,AR,Hispanic or Latino,4860
216,Yonkers,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,Hispanic or Latino,73608
217,Atlanta,Georgia,33.8,223960.0,239915.0,463875,18572.0,32016.0,2.15,GA,American Indian and Alaska Native,4606
218,Toms River,New Jersey,43.7,43864.0,43886.0,87750,5042.0,6852.0,2.71,NJ,White,79538
219,Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,White,71463
220,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,Asian,18441
221,Spring Valley,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,Asian,45059
222,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3063.0,3336.0,2.45,DE,American Indian and Alaska Native,414
223,Edinburg,Texas,29.3,39422.0,45079.0,84501,2409.0,16569.0,3.31,TX,Hispanic or Latino,74698
224,Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,Hispanic or Latino,3567
225,Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,White,146718
226,Abilene,Texas,31.3,65212.0,60664.0,125876,9367.0,8129.0,2.64,TX,American Indian and Alaska Native,1813
227,Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Asian,6626
228,Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,Asian,930
229,Lawton,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.719999999999999,OK,American Indian and Alaska Native,10027
230,Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,Black or African-American,33122
231,Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,American Indian and Alaska Native,1593
232,Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,Hispanic or Latino,29594
233,Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,Black or African-American,2112
234,Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,Hispanic or Latino,17093
235,Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,American Indian and Alaska Native,400
236,Arden-Arcade,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,White,69369
237,San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,Black or African-American,2027
238,Provo,Utah,23.6,56231.0,59027.0,115258,2177.0,10925.0,3.28,UT,Asian,4104
239,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,Asian,1428
240,Newport Beach,California,46.8,43161.0,43970.0,87131,4847.0,15318.0,2.4,CA,Hispanic or Latino,8127
241,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,Black or African-American,37168
242,Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,American Indian and Alaska Native,662
243,East Los Angeles,California,32.6,60460.0,59206.0,119666,1101.0,49575.0,3.75,CA,Hispanic or Latino,116211
244,Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,White,96357
245,Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,White,325651
246,Auburn,Washington,37.1,36837.0,39743.0,76580,5401.0,14842.0,2.73,WA,White,58293
247,Kissimmee,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,White,51123
248,Grand Prairie,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,Asian,11446
249,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,White,114140
250,Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,White,57480
251,Ontario,California,31.0,85059.0,86141.0,171200,4816.0,48557.0,3.52,CA,Black or African-American,12900
252,Newton,Massachusetts,42.3,41985.0,46824.0,88809,1814.0,21692.0,2.71,MA,Asian,15666
253,Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,Asian,5711
254,Visalia,California,32.6,63695.0,66399.0,130094,5547.0,20779.0,3.11,CA,White,107322
255,Clarksville,Tennessee,29.7,75029.0,74161.0,149190,20803.0,8211.0,2.64,TN,White,104626
256,Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,Asian,4252
257,Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,American Indian and Alaska Native,1993
258,Saint George,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,American Indian and Alaska Native,2406
259,Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,Asian,5500
260,Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.719999999999999,FL,Black or African-American,11005
261,Clearwater,Florida,47.0,55225.0,57754.0,112979,10631.0,17686.0,2.4,FL,Black or African-American,12369
262,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,American Indian and Alaska Native,1536
263,Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,Black or African-American,14931
264,Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.5700000000000003,GA,American Indian and Alaska Native,2116
265,Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,Hispanic or Latino,14294
266,North Richland Hills,Texas,39.9,35257.0,33948.0,69205,5175.0,7854.0,2.64,TX,Asian,5295
267,Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Asian,20272
268,Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,White,20590
269,Miramar,Florida,36.6,66157.0,70958.0,137115,3077.0,57179.0,3.41,FL,Hispanic or Latino,46767
270,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,American Indian and Alaska Native,3362
271,Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,Hispanic or Latino,13207
272,West Jordan,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,American Indian and Alaska Native,1211
273,Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Black or African-American,17564
274,Billings,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,American Indian and Alaska Native,6066
275,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,American Indian and Alaska Native,2427
276,Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,American Indian and Alaska Native,1622
277,Lawton,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.719999999999999,OK,White,63948
278,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,American Indian and Alaska Native,348
279,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,Hispanic or Latino,24846
280,Suffolk,Virginia,38.2,43048.0,45113.0,88161,10114.0,2829.0,2.719999999999999,VA,American Indian and Alaska Native,504
281,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,Hispanic or Latino,78711
282,Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Asian,31706
283,Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Black or African-American,16948
284,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,American Indian and Alaska Native,1584
285,Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,Hispanic or Latino,105871
286,Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,Black or African-American,1237
287,Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,American Indian and Alaska Native,1675
